Year;Voivodeship;Sex;ICD10;Age;Count
1999;24;M;C74;20-24;0
1999;24;M;C74;25-29;0
1999;24;M;C74;30-34;0
1999;24;M;C74;35-39;0
1999;24;M;C74;40-44;0
1999;24;M;C74;45-49;0
1999;24;M;C74;5-9;0
1999;24;M;C74;50-54;0
1999;24;M;C74;55-59;2
1999;24;M;C74;60-64;4
1999;24;M;C74;65-69;2
1999;24;M;C74;70-74;2
1999;24;M;C74;75-79;0
1999;24;M;C74;80-84;1
1999;24;M;C74;85+;0
1999;24;M;C75;0-4;0
1999;24;M;C75;10-14;0
1999;24;M;C75;15-19;0
1999;24;M;C75;20-24;1
1999;24;M;C75;25-29;0
1999;24;M;C75;30-34;0
1999;24;M;C75;35-39;0
1999;24;M;C75;40-44;0
1999;24;M;C75;45-49;0
1999;24;M;C75;5-9;0
1999;24;M;C75;50-54;1
1999;24;M;C75;55-59;1
1999;24;M;C75;60-64;0
1999;24;M;C75;65-69;1
1999;24;M;C75;70-74;0
1999;24;M;C75;75-79;0
1999;24;M;C75;80-84;0
1999;24;M;C75;85+;0
1999;24;M;C76;0-4;0
1999;24;M;C76;10-14;1
1999;24;M;C76;15-19;3
1999;24;M;C76;20-24;0
1999;24;M;C76;25-29;0
1999;24;M;C76;30-34;0
1999;24;M;C76;35-39;0
1999;24;M;C76;40-44;1
1999;24;M;C76;45-49;1
1999;24;M;C76;5-9;0
1999;24;M;C76;50-54;1
1999;24;M;C76;55-59;1
1999;24;M;C76;60-64;3
1999;24;M;C76;65-69;1
1999;24;M;C76;70-74;1
1999;24;M;C76;75-79;1
1999;24;M;C76;80-84;0
1999;24;M;C76;85+;0
1999;24;M;C77;0-4;0
1999;24;M;C77;10-14;0
1999;24;M;C77;15-19;0
1999;24;M;C77;20-24;0
1999;24;M;C77;25-29;0
1999;24;M;C77;30-34;0
1999;24;M;C77;35-39;1
1999;24;M;C77;40-44;4
1999;24;M;C77;45-49;1
1999;24;M;C77;5-9;0
1999;24;M;C77;50-54;2
1999;24;M;C77;55-59;0
1999;24;M;C77;60-64;2
1999;24;M;C77;65-69;1
1999;24;M;C77;70-74;1
1999;24;M;C77;75-79;0
1999;24;M;C77;80-84;0
1999;24;M;C77;85+;0
1999;24;M;C78;0-4;0
1999;24;M;C78;10-14;0
1999;24;M;C78;15-19;0
1999;24;M;C78;20-24;0
1999;24;M;C78;25-29;0
1999;24;M;C78;30-34;0
1999;24;M;C78;35-39;0
1999;24;M;C78;40-44;1
1999;24;M;C78;45-49;1
1999;24;M;C78;5-9;0
1999;24;M;C78;50-54;1
1999;24;M;C78;55-59;0
1999;24;M;C78;60-64;1
1999;24;M;C78;65-69;4
1999;24;M;C78;70-74;1
1999;24;M;C78;75-79;5
1999;24;M;C78;80-84;1
1999;24;M;C78;85+;0
1999;24;M;C79;0-4;0
1999;24;M;C79;10-14;0
1999;24;M;C79;15-19;0
1999;24;M;C79;20-24;0
1999;24;M;C79;25-29;0
1999;24;M;C79;30-34;0
1999;24;M;C79;35-39;0
1999;24;M;C79;40-44;1
1999;24;M;C79;45-49;1
1999;24;M;C79;5-9;0
1999;24;M;C79;50-54;3
1999;24;M;C79;55-59;4
1999;24;M;C79;60-64;1
1999;24;M;C79;65-69;1
1999;24;M;C79;70-74;1
1999;24;M;C79;75-79;0
1999;24;M;C79;80-84;0
1999;24;M;C79;85+;0
1999;24;M;C80;0-4;0
1999;24;M;C80;10-14;0
1999;24;M;C80;15-19;0
1999;24;M;C80;20-24;0
1999;24;M;C80;25-29;0
1999;24;M;C80;30-34;1
1999;24;M;C80;35-39;2
1999;24;M;C80;40-44;1
1999;24;M;C80;45-49;10
1999;24;M;C80;5-9;0
1999;24;M;C80;50-54;13
1999;24;M;C80;55-59;18
1999;24;M;C80;60-64;32
1999;24;M;C80;65-69;30
1999;24;M;C80;70-74;30
1999;24;M;C80;75-79;26
1999;24;M;C80;80-84;10
1999;24;M;C80;85+;11
1999;24;M;C81;0-4;0
1999;24;M;C81;10-14;2
1999;24;M;C81;15-19;5
1999;24;M;C81;20-24;6
1999;24;M;C81;25-29;2
1999;24;M;C81;30-34;2
1999;24;M;C81;35-39;4
1999;24;M;C81;40-44;5
1999;24;M;C81;45-49;6
1999;24;M;C81;5-9;1
1999;24;M;C81;50-54;5
1999;24;M;C81;55-59;2
1999;24;M;C81;60-64;4
1999;24;M;C81;65-69;9
1999;24;M;C81;70-74;5
1999;24;M;C81;75-79;2
1999;24;M;C81;80-84;0
1999;24;M;C81;85+;0
1999;24;M;C82;0-4;0
1999;24;M;C82;10-14;0
1999;24;M;C82;15-19;0
1999;24;M;C82;20-24;0
1999;24;M;C82;25-29;0
1999;24;M;C82;30-34;0
1999;24;M;C82;35-39;0
1999;24;M;C82;40-44;0
1999;24;M;C82;45-49;0
1999;24;M;C82;5-9;0
1999;24;M;C82;50-54;1
1999;24;M;C82;55-59;0
1999;24;M;C82;60-64;0
1999;24;M;C82;65-69;0
1999;24;M;C82;70-74;1
1999;24;M;C82;75-79;0
1999;24;M;C82;80-84;0
1999;24;M;C82;85+;0
1999;24;M;C83;0-4;0
1999;24;M;C83;10-14;1
1999;24;M;C83;15-19;1
1999;24;M;C83;20-24;2
1999;24;M;C83;25-29;3
1999;24;M;C83;30-34;3
1999;24;M;C83;35-39;2
1999;24;M;C83;40-44;4
1999;24;M;C83;45-49;4
1999;24;M;C83;5-9;0
1999;24;M;C83;50-54;5
1999;24;M;C83;55-59;11
1999;24;M;C83;60-64;9
1999;24;M;C83;65-69;6
1999;24;M;C83;70-74;7
1999;24;M;C83;75-79;5
1999;24;M;C83;80-84;3
1999;24;M;C83;85+;0
1999;24;M;C84;0-4;0
1999;24;M;C84;10-14;1
1999;24;M;C84;15-19;5
1999;24;M;C84;20-24;0
1999;24;M;C84;25-29;0
1999;24;M;C84;30-34;0
1999;24;M;C84;35-39;0
1999;24;M;C84;40-44;2
1999;24;M;C84;45-49;2
1999;24;M;C84;5-9;2
1999;24;M;C84;50-54;2
1999;24;M;C84;55-59;4
1999;24;M;C84;60-64;1
1999;24;M;C84;65-69;2
1999;24;M;C84;70-74;1
1999;24;M;C84;75-79;4
1999;24;M;C84;80-84;0
1999;24;M;C84;85+;0
1999;24;M;C85;0-4;1
1999;24;M;C85;10-14;0
1999;24;M;C85;15-19;2
1999;24;M;C85;20-24;0
1999;24;M;C85;25-29;0
1999;24;M;C85;30-34;0
1999;24;M;C85;35-39;2
1999;24;M;C85;40-44;3
1999;24;M;C85;45-49;3
1999;24;M;C85;5-9;0
1999;24;M;C85;50-54;7
1999;24;M;C85;55-59;1
1999;24;M;C85;60-64;2
1999;24;M;C85;65-69;5
1999;24;M;C85;70-74;8
1999;24;M;C85;75-79;1
1999;24;M;C85;80-84;4
1999;24;M;C85;85+;1
1999;24;M;C88;0-4;0
1999;24;M;C88;10-14;1
1999;24;M;C88;15-19;0
1999;24;M;C88;20-24;0
1999;24;M;C88;25-29;0
1999;24;M;C88;30-34;0
1999;24;M;C88;35-39;1
1999;24;M;C88;40-44;1
1999;24;M;C88;45-49;1
1999;24;M;C88;5-9;1
1999;24;M;C88;50-54;2
1999;24;M;C88;55-59;2
1999;24;M;C88;60-64;6
1999;24;M;C88;65-69;4
1999;24;M;C88;70-74;3
1999;24;M;C88;75-79;2
1999;24;M;C88;80-84;1
1999;24;M;C88;85+;1
1999;24;M;C90;0-4;0
1999;24;M;C90;10-14;0
1999;24;M;C90;15-19;0
1999;24;M;C90;20-24;0
1999;24;M;C90;25-29;0
1999;24;M;C90;30-34;0
1999;24;M;C90;35-39;0
1999;24;M;C90;40-44;1
1999;24;M;C90;45-49;2
1999;24;M;C90;5-9;0
1999;24;M;C90;50-54;1
1999;24;M;C90;55-59;3
1999;24;M;C90;60-64;6
1999;24;M;C90;65-69;8
1999;24;M;C90;70-74;6
1999;24;M;C90;75-79;4
1999;24;M;C90;80-84;1
1999;24;M;C90;85+;0
1999;24;M;C91;0-4;6
1999;24;M;C91;10-14;4
1999;24;M;C91;15-19;4
1999;24;M;C91;20-24;2
1999;24;M;C91;25-29;2
1999;24;M;C91;30-34;2
1999;24;M;C91;35-39;1
1999;24;M;C91;40-44;1
1999;24;M;C91;45-49;0
1999;24;M;C91;5-9;4
1999;24;M;C91;50-54;4
1999;24;M;C91;55-59;2
1999;24;M;C91;60-64;3
1999;24;M;C91;65-69;11
1999;24;M;C91;70-74;10
1999;24;M;C91;75-79;5
1999;24;M;C91;80-84;2
1999;24;M;C91;85+;3
1999;24;M;C92;0-4;1
1999;24;M;C92;10-14;0
1999;24;M;C92;15-19;4
1999;24;M;C92;20-24;3
1999;24;M;C92;25-29;3
1999;24;M;C92;30-34;2
1999;24;M;C92;35-39;0
1999;24;M;C92;40-44;3
1999;24;M;C92;45-49;7
1999;24;M;C92;5-9;0
1999;24;M;C92;50-54;5
1999;24;M;C92;55-59;5
1999;24;M;C92;60-64;5
1999;24;M;C92;65-69;9
1999;24;M;C92;70-74;8
1999;24;M;C92;75-79;3
1999;24;M;C92;80-84;4
1999;24;M;C92;85+;1
1999;24;M;C93;0-4;0
1999;24;M;C93;10-14;0
1999;24;M;C93;15-19;0
1999;24;M;C93;20-24;0
1999;24;M;C93;25-29;0
1999;24;M;C93;30-34;0
1999;24;M;C93;35-39;0
1999;24;M;C93;40-44;0
1999;24;M;C93;45-49;0
1999;24;M;C93;5-9;0
1999;24;M;C93;50-54;0
1999;24;M;C93;55-59;0
1999;24;M;C93;60-64;0
1999;24;M;C93;65-69;0
1999;24;M;C93;70-74;0
1999;24;M;C93;75-79;1
1999;24;M;C93;80-84;1
1999;24;M;C93;85+;0
1999;24;M;C94;0-4;0
1999;24;M;C94;10-14;0
1999;24;M;C94;15-19;0
1999;24;M;C94;20-24;0
1999;24;M;C94;25-29;0
1999;24;M;C94;30-34;0
1999;24;M;C94;35-39;0
1999;24;M;C94;40-44;0
1999;24;M;C94;45-49;0
1999;24;M;C94;5-9;0
1999;24;M;C94;50-54;0
1999;24;M;C94;55-59;0
1999;24;M;C94;60-64;0
1999;24;M;C94;65-69;1
1999;24;M;C94;70-74;0
1999;24;M;C94;75-79;0
1999;24;M;C94;80-84;0
1999;24;M;C94;85+;0
1999;24;M;C95;0-4;0
1999;24;M;C95;10-14;1
1999;24;M;C95;15-19;0
1999;24;M;C95;20-24;0
1999;24;M;C95;25-29;0
1999;24;M;C95;30-34;0
1999;24;M;C95;35-39;0
1999;24;M;C95;40-44;0
1999;24;M;C95;45-49;0
1999;24;M;C95;5-9;0
1999;24;M;C95;50-54;2
1999;24;M;C95;55-59;1
1999;24;M;C95;60-64;3
1999;24;M;C95;65-69;3
1999;24;M;C95;70-74;1
1999;24;M;C95;75-79;2
1999;24;M;C95;80-84;0
1999;24;M;C95;85+;1
1999;24;M;C96;0-4;1
1999;24;M;C96;10-14;0
1999;24;M;C96;15-19;0
1999;24;M;C96;20-24;0
1999;24;M;C96;25-29;1
1999;24;M;C96;30-34;0
1999;24;M;C96;35-39;0
1999;24;M;C96;40-44;0
1999;24;M;C96;45-49;0
1999;24;M;C96;5-9;1
1999;24;M;C96;50-54;1
1999;24;M;C96;55-59;1
1999;24;M;C96;60-64;1
1999;24;M;C96;65-69;2
1999;24;M;C96;70-74;0
1999;24;M;C96;75-79;1
1999;24;M;C96;80-84;0
1999;24;M;C96;85+;0
1999;24;M;D02;0-4;0
1999;24;M;D02;10-14;0
1999;24;M;D02;15-19;0
1999;24;M;D02;20-24;0
1999;24;M;D02;25-29;0
1999;24;M;D02;30-34;0
1999;24;M;D02;35-39;0
1999;24;M;D02;40-44;0
1999;24;M;D02;45-49;0
1999;24;M;D02;5-9;0
1999;24;M;D02;50-54;0
1999;24;M;D02;55-59;0
1999;24;M;D02;60-64;1
1999;24;M;D02;65-69;0
1999;24;M;D02;70-74;0
1999;24;M;D02;75-79;0
1999;24;M;D02;80-84;0
1999;24;M;D02;85+;0
1999;24;M;D04;0-4;0
1999;24;M;D04;10-14;0
1999;24;M;D04;15-19;0
1999;24;M;D04;20-24;0
1999;24;M;D04;25-29;0
1999;24;M;D04;30-34;0
1999;24;M;D04;35-39;0
1999;24;M;D04;40-44;0
1999;24;M;D04;45-49;0
1999;24;M;D04;5-9;0
1999;24;M;D04;50-54;0
1999;24;M;D04;55-59;1
1999;24;M;D04;60-64;0
1999;24;M;D04;65-69;0
1999;24;M;D04;70-74;0
1999;24;M;D04;75-79;0
1999;24;M;D04;80-84;0
1999;24;M;D04;85+;0
1999;24;M;D05;0-4;0
1999;24;M;D05;10-14;0
1999;24;M;D05;15-19;0
1999;24;M;D05;20-24;0
1999;24;M;D05;25-29;0
1999;24;M;D05;30-34;0
1999;24;M;D05;35-39;0
1999;24;M;D05;40-44;0
1999;24;M;D05;45-49;0
1999;24;M;D05;5-9;0
1999;24;M;D05;50-54;0
1999;24;M;D05;55-59;0
1999;24;M;D05;60-64;0
1999;24;M;D05;65-69;1
1999;24;M;D05;70-74;0
1999;24;M;D05;75-79;0
1999;24;M;D05;80-84;0
1999;24;M;D05;85+;0
1999;26;K;C00;0-4;0
1999;26;K;C00;10-14;0
1999;26;K;C00;15-19;0
1999;26;K;C00;20-24;0
1999;26;K;C00;25-29;0
1999;26;K;C00;30-34;0
1999;26;K;C00;35-39;0
1999;26;K;C00;40-44;0
1999;26;K;C00;45-49;0
1999;26;K;C00;5-9;0
1999;26;K;C00;50-54;1
1999;26;K;C00;55-59;0
1999;26;K;C00;60-64;0
1999;26;K;C00;65-69;1
1999;26;K;C00;70-74;2
1999;26;K;C00;75-79;2
1999;26;K;C00;80-84;1
1999;26;K;C00;85+;2
1999;26;K;C02;0-4;0
1999;26;K;C02;10-14;0
1999;26;K;C02;15-19;0
1999;26;K;C02;20-24;0
1999;26;K;C02;25-29;0
1999;26;K;C02;30-34;0
1999;26;K;C02;35-39;0
1999;26;K;C02;40-44;0
1999;26;K;C02;45-49;0
1999;26;K;C02;5-9;0
1999;26;K;C02;50-54;0
1999;26;K;C02;55-59;1
1999;26;K;C02;60-64;0
1999;26;K;C02;65-69;1
1999;26;K;C02;70-74;0
1999;26;K;C02;75-79;0
1999;26;K;C02;80-84;2
1999;26;K;C02;85+;0
1999;26;K;C03;0-4;0
1999;26;K;C03;10-14;0
1999;26;K;C03;15-19;0
1999;26;K;C03;20-24;0
1999;26;K;C03;25-29;0
1999;26;K;C03;30-34;0
1999;26;K;C03;35-39;0
1999;26;K;C03;40-44;0
1999;26;K;C03;45-49;0
1999;26;K;C03;5-9;0
1999;26;K;C03;50-54;0
1999;26;K;C03;55-59;0
1999;26;K;C03;60-64;0
1999;26;K;C03;65-69;0
1999;26;K;C03;70-74;1
1999;26;K;C03;75-79;0
1999;26;K;C03;80-84;0
1999;26;K;C03;85+;0
1999;26;K;C08;0-4;0
1999;26;K;C08;10-14;0
1999;26;K;C08;15-19;0
1999;26;K;C08;20-24;0
1999;26;K;C08;25-29;0
1999;26;K;C08;30-34;0
1999;26;K;C08;35-39;0
1999;26;K;C08;40-44;0
1999;26;K;C08;45-49;0
1999;26;K;C08;5-9;0
1999;26;K;C08;50-54;0
1999;26;K;C08;55-59;0
1999;26;K;C08;60-64;0
1999;26;K;C08;65-69;0
1999;26;K;C08;70-74;0
1999;26;K;C08;75-79;0
1999;26;K;C08;80-84;0
1999;26;K;C08;85+;1
1999;26;K;C10;0-4;0
1999;26;K;C10;10-14;0
1999;26;K;C10;15-19;0
1999;26;K;C10;20-24;0
1999;26;K;C10;25-29;0
1999;26;K;C10;30-34;0
1999;26;K;C10;35-39;0
1999;26;K;C10;40-44;0
1999;26;K;C10;45-49;1
1999;26;K;C10;5-9;0
1999;26;K;C10;50-54;0
1999;26;K;C10;55-59;0
1999;26;K;C10;60-64;1
1999;26;K;C10;65-69;0
1999;26;K;C10;70-74;0
1999;26;K;C10;75-79;0
1999;26;K;C10;80-84;0
1999;26;K;C10;85+;1
1999;26;K;C11;0-4;0
1999;26;K;C11;10-14;0
1999;26;K;C11;15-19;0
1999;26;K;C11;20-24;0
1999;26;K;C11;25-29;0
1999;26;K;C11;30-34;0
1999;26;K;C11;35-39;0
1999;26;K;C11;40-44;0
1999;26;K;C11;45-49;0
1999;26;K;C11;5-9;0
1999;26;K;C11;50-54;1
1999;26;K;C11;55-59;0
1999;26;K;C11;60-64;0
1999;26;K;C11;65-69;0
1999;26;K;C11;70-74;0
1999;26;K;C11;75-79;1
1999;26;K;C11;80-84;0
1999;26;K;C11;85+;0
1999;26;K;C13;0-4;0
1999;26;K;C13;10-14;0
1999;26;K;C13;15-19;0
1999;26;K;C13;20-24;0
1999;26;K;C13;25-29;0
1999;26;K;C13;30-34;0
1999;26;K;C13;35-39;1
1999;26;K;C13;40-44;0
1999;26;K;C13;45-49;0
1999;26;K;C13;5-9;0
1999;26;K;C13;50-54;0
1999;26;K;C13;55-59;0
1999;26;K;C13;60-64;0
1999;26;K;C13;65-69;0
1999;26;K;C13;70-74;0
1999;26;K;C13;75-79;0
1999;26;K;C13;80-84;0
1999;26;K;C13;85+;0
1999;26;K;C14;0-4;0
1999;26;K;C14;10-14;0
1999;26;K;C14;15-19;0
1999;26;K;C14;20-24;0
1999;26;K;C14;25-29;0
1999;26;K;C14;30-34;0
1999;26;K;C14;35-39;0
1999;26;K;C14;40-44;1
1999;26;K;C14;45-49;0
1999;26;K;C14;5-9;0
1999;26;K;C14;50-54;0
1999;26;K;C14;55-59;0
1999;26;K;C14;60-64;0
1999;26;K;C14;65-69;0
1999;26;K;C14;70-74;0
1999;26;K;C14;75-79;0
1999;26;K;C14;80-84;0
1999;26;K;C14;85+;0
1999;26;K;C15;0-4;0
1999;26;K;C15;10-14;0
1999;26;K;C15;15-19;0
1999;26;K;C15;20-24;0
1999;26;K;C15;25-29;0
1999;26;K;C15;30-34;0
1999;26;K;C15;35-39;1
1999;26;K;C15;40-44;0
1999;26;K;C15;45-49;0
1999;26;K;C15;5-9;0
1999;26;K;C15;50-54;1
1999;26;K;C15;55-59;0
1999;26;K;C15;60-64;0
1999;26;K;C15;65-69;1
1999;26;K;C15;70-74;0
1999;26;K;C15;75-79;2
1999;26;K;C15;80-84;1
1999;26;K;C15;85+;0
1999;26;K;C16;0-4;0
1999;26;K;C16;10-14;0
1999;26;K;C16;15-19;0
1999;26;K;C16;20-24;0
1999;26;K;C16;25-29;1
1999;26;K;C16;30-34;0
1999;26;K;C16;35-39;1
1999;26;K;C16;40-44;6
1999;26;K;C16;45-49;2
1999;26;K;C16;5-9;0
1999;26;K;C16;50-54;3
1999;26;K;C16;55-59;3
1999;26;K;C16;60-64;5
1999;26;K;C16;65-69;10
1999;26;K;C16;70-74;19
1999;26;K;C16;75-79;18
1999;26;K;C16;80-84;12
1999;26;K;C16;85+;11
1999;26;K;C17;0-4;0
1999;26;K;C17;10-14;0
1999;26;K;C17;15-19;0
1999;26;K;C17;20-24;0
1999;26;K;C17;25-29;0
1999;26;K;C17;30-34;0
1999;26;K;C17;35-39;0
1999;26;K;C17;40-44;1
1999;26;K;C17;45-49;0
1999;26;K;C17;5-9;0
1999;26;K;C17;50-54;0
1999;26;K;C17;55-59;0
1999;26;K;C17;60-64;0
1999;26;K;C17;65-69;0
1999;26;K;C17;70-74;0
1999;26;K;C17;75-79;1
1999;26;K;C17;80-84;0
1999;26;K;C17;85+;0
1999;26;K;C18;0-4;0
1999;26;K;C18;10-14;0
1999;26;K;C18;15-19;1
1999;26;K;C18;20-24;0
1999;26;K;C18;25-29;0
1999;26;K;C18;30-34;0
1999;26;K;C18;35-39;2
1999;26;K;C18;40-44;4
1999;26;K;C18;45-49;7
1999;26;K;C18;5-9;0
1999;26;K;C18;50-54;2
1999;26;K;C18;55-59;10
1999;26;K;C18;60-64;13
1999;26;K;C18;65-69;15
1999;26;K;C18;70-74;31
1999;26;K;C18;75-79;22
1999;26;K;C18;80-84;16
1999;26;K;C18;85+;18
1999;26;K;C19;0-4;0
1999;26;K;C19;10-14;0
1999;26;K;C19;15-19;0
1999;26;K;C19;20-24;0
1999;26;K;C19;25-29;0
1999;26;K;C19;30-34;0
1999;26;K;C19;35-39;0
1999;26;K;C19;40-44;0
1999;26;K;C19;45-49;0
1999;26;K;C19;5-9;0
1999;26;K;C19;50-54;0
1999;26;K;C19;55-59;0
1999;26;K;C19;60-64;1
1999;26;K;C19;65-69;0
1999;26;K;C19;70-74;1
1999;26;K;C19;75-79;0
1999;26;K;C19;80-84;0
1999;26;K;C19;85+;0
1999;26;K;C20;0-4;0
1999;26;K;C20;10-14;0
1999;26;K;C20;15-19;0
1999;26;K;C20;20-24;0
1999;26;K;C20;25-29;0
1999;26;K;C20;30-34;0
1999;26;K;C20;35-39;0
1999;26;K;C20;40-44;3
1999;26;K;C20;45-49;4
1999;26;K;C20;5-9;0
1999;26;K;C20;50-54;5
1999;26;K;C20;55-59;2
1999;26;K;C20;60-64;10
1999;26;K;C20;65-69;19
1999;26;K;C20;70-74;16
1999;26;K;C20;75-79;14
1999;26;K;C20;80-84;9
1999;26;K;C20;85+;6
1999;26;K;C21;0-4;0
1999;26;K;C21;10-14;0
1999;26;K;C21;15-19;0
1999;26;K;C21;20-24;0
1999;26;K;C21;25-29;0
1999;26;K;C21;30-34;0
1999;26;K;C21;35-39;0
1999;26;K;C21;40-44;0
1999;26;K;C21;45-49;1
1999;26;K;C21;5-9;0
1999;26;K;C21;50-54;0
1999;26;K;C21;55-59;0
1999;26;K;C21;60-64;2
1999;26;K;C21;65-69;0
1999;26;K;C21;70-74;0
1999;26;K;C21;75-79;3
1999;26;K;C21;80-84;1
1999;26;K;C21;85+;0
1999;26;K;C22;0-4;0
1999;26;K;C22;10-14;0
1999;26;K;C22;15-19;0
1999;26;K;C22;20-24;0
1999;26;K;C22;25-29;0
1999;26;K;C22;30-34;1
1999;26;K;C22;35-39;0
1999;26;K;C22;40-44;0
1999;26;K;C22;45-49;1
1999;26;K;C22;5-9;0
1999;26;K;C22;50-54;0
1999;26;K;C22;55-59;1
1999;26;K;C22;60-64;1
1999;26;K;C22;65-69;3
1999;26;K;C22;70-74;2
1999;26;K;C22;75-79;5
1999;26;K;C22;80-84;2
1999;26;K;C22;85+;5
1999;26;K;C23;0-4;0
1999;26;K;C23;10-14;0
1999;26;K;C23;15-19;0
1999;26;K;C23;20-24;0
1999;26;K;C23;25-29;0
1999;26;K;C23;30-34;0
1999;26;K;C23;35-39;0
1999;26;K;C23;40-44;1
1999;26;K;C23;45-49;0
1999;26;K;C23;5-9;0
1999;26;K;C23;50-54;3
1999;26;K;C23;55-59;3
1999;26;K;C23;60-64;6
1999;26;K;C23;65-69;10
1999;26;K;C23;70-74;9
1999;26;K;C23;75-79;13
1999;26;K;C23;80-84;7
1999;26;K;C23;85+;6
1999;26;K;C24;0-4;0
1999;26;K;C24;10-14;0
1999;26;K;C24;15-19;0
1999;26;K;C24;20-24;0
1999;26;K;C24;25-29;0
1999;26;K;C24;30-34;0
1999;26;K;C24;35-39;0
1999;26;K;C24;40-44;0
1999;26;K;C24;45-49;0
1999;26;K;C24;5-9;0
1999;26;K;C24;50-54;1
1999;26;K;C24;55-59;0
1999;26;K;C24;60-64;1
1999;26;K;C24;65-69;2
1999;26;K;C24;70-74;2
1999;26;K;C24;75-79;4
1999;26;K;C24;80-84;1
1999;26;K;C24;85+;2
1999;26;K;C25;0-4;0
1999;26;K;C25;10-14;0
1999;26;K;C25;15-19;0
1999;26;K;C25;20-24;0
1999;26;K;C25;25-29;0
1999;26;K;C25;30-34;0
1999;26;K;C25;35-39;0
1999;26;K;C25;40-44;0
1999;26;K;C25;45-49;1
1999;26;K;C25;5-9;0
1999;26;K;C25;50-54;5
1999;26;K;C25;55-59;6
1999;26;K;C25;60-64;4
1999;26;K;C25;65-69;9
1999;26;K;C25;70-74;20
1999;26;K;C25;75-79;17
1999;26;K;C25;80-84;6
1999;26;K;C25;85+;7
1999;26;K;C26;0-4;0
1999;26;K;C26;10-14;0
1999;26;K;C26;15-19;0
1999;26;K;C26;20-24;0
1999;26;K;C26;25-29;0
1999;26;K;C26;30-34;0
1999;26;K;C26;35-39;0
1999;26;K;C26;40-44;0
1999;26;K;C26;45-49;0
1999;26;K;C26;5-9;0
1999;26;K;C26;50-54;0
1999;26;K;C26;55-59;0
1999;26;K;C26;60-64;0
1999;26;K;C26;65-69;1
1999;26;K;C26;70-74;1
1999;26;K;C26;75-79;1
1999;26;K;C26;80-84;1
1999;26;K;C26;85+;1
1999;26;K;C30;0-4;0
1999;26;K;C30;10-14;0
1999;26;K;C30;15-19;0
1999;26;K;C30;20-24;0
1999;26;K;C30;25-29;0
1999;26;K;C30;30-34;0
1999;26;K;C30;35-39;0
1999;26;K;C30;40-44;0
1999;26;K;C30;45-49;1
1999;26;K;C30;5-9;0
1999;26;K;C30;50-54;0
1999;26;K;C30;55-59;1
1999;26;K;C30;60-64;0
1999;26;K;C30;65-69;0
1999;26;K;C30;70-74;0
1999;26;K;C30;75-79;0
1999;26;K;C30;80-84;2
1999;26;K;C30;85+;0
1999;26;K;C31;0-4;0
1999;26;K;C31;10-14;0
1999;26;K;C31;15-19;0
1999;26;K;C31;20-24;0
1999;26;K;C31;25-29;0
1999;26;K;C31;30-34;0
1999;26;K;C31;35-39;0
1999;26;K;C31;40-44;0
1999;26;K;C31;45-49;0
1999;26;K;C31;5-9;0
1999;26;K;C31;50-54;0
1999;26;K;C31;55-59;0
1999;26;K;C31;60-64;1
1999;26;K;C31;65-69;0
1999;26;K;C31;70-74;0
1999;26;K;C31;75-79;0
1999;26;K;C31;80-84;0
1999;26;K;C31;85+;0
1999;26;K;C32;0-4;0
1999;26;K;C32;10-14;0
1999;26;K;C32;15-19;0
1999;26;K;C32;20-24;0
1999;26;K;C32;25-29;0
1999;26;K;C32;30-34;0
1999;26;K;C32;35-39;0
1999;26;K;C32;40-44;0
1999;26;K;C32;45-49;5
1999;26;K;C32;5-9;0
1999;26;K;C32;50-54;1
1999;26;K;C32;55-59;2
1999;26;K;C32;60-64;1
1999;26;K;C32;65-69;2
1999;26;K;C32;70-74;2
1999;26;K;C32;75-79;0
1999;26;K;C32;80-84;0
1999;26;K;C32;85+;0
1999;26;K;C33;0-4;0
1999;26;K;C33;10-14;0
1999;26;K;C33;15-19;0
1999;26;K;C33;20-24;0
1999;26;K;C33;25-29;0
1999;26;K;C33;30-34;0
1999;26;K;C33;35-39;0
1999;26;K;C33;40-44;0
1999;26;K;C33;45-49;0
1999;26;K;C33;5-9;0
1999;26;K;C33;50-54;0
1999;26;K;C33;55-59;0
1999;26;K;C33;60-64;0
1999;26;K;C33;65-69;1
1999;26;K;C33;70-74;0
1999;26;K;C33;75-79;0
1999;26;K;C33;80-84;0
1999;26;K;C33;85+;0
1999;26;K;C34;0-4;0
1999;26;K;C34;10-14;0
1999;26;K;C34;15-19;0
1999;26;K;C34;20-24;0
1999;26;K;C34;25-29;0
1999;26;K;C34;30-34;0
1999;26;K;C34;35-39;0
1999;26;K;C34;40-44;1
1999;26;K;C34;45-49;11
1999;26;K;C34;5-9;0
1999;26;K;C34;50-54;13
1999;26;K;C34;55-59;10
1999;26;K;C34;60-64;9
1999;26;K;C34;65-69;16
1999;26;K;C34;70-74;16
1999;26;K;C34;75-79;15
1999;26;K;C34;80-84;14
1999;26;K;C34;85+;5
1999;26;K;C37;0-4;0
1999;26;K;C37;10-14;0
1999;26;K;C37;15-19;0
1999;26;K;C37;20-24;0
1999;26;K;C37;25-29;1
1999;26;K;C37;30-34;0
1999;26;K;C37;35-39;0
1999;26;K;C37;40-44;0
1999;26;K;C37;45-49;0
1999;26;K;C37;5-9;0
1999;26;K;C37;50-54;0
1999;26;K;C37;55-59;0
1999;26;K;C37;60-64;0
1999;26;K;C37;65-69;0
1999;26;K;C37;70-74;0
